name,address,contacts,coords,category,lat,lon,schedule,query,city,social
"Park Inn by Radisson, отель","проспект Сарыарка, 8а",,"51.162172, 71.411059",Гостиницы,51.162172,71.411059,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"ibis, отель","проспект Тауелсиздик, 38",,"51.136683, 71.468079",Гостиницы,51.136683,71.468079,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""comment"": ""ресторан: пн-вс 12:00-22:00"", ""is_24x7"": true}",Отель,Астана,
"Adler, гостевой дом","переулок Жоламан, 9",,"51.173897, 71.37392",Гостиницы,51.173897,71.37392,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
Comfort Hotel Astana,"улица Космонавтов, 60",,"51.146903, 71.424943",Гостиницы,51.146903,71.424943,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Merdan Hall, банкетно-гостиничный комплекс","проспект Бауыржан Момышулы, 31а",,"51.146114, 71.497182",Гостиницы,51.146114,71.497182,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""comment"": ""банкетный зал: пн-вс 11:00-22:00"", ""is_24x7"": true}",Отель,Астана,
"Kazzhol Astana, гостиница","улица Балкантау, 213",,"51.136672, 71.473186",Гостиницы,51.136672,71.473186,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
Ramada by Wyndham,"улица Бейбитшилик, 8",,"51.167285, 71.421517",Гостиницы,51.167285,71.421517,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Altyn Eco Park, гостиница","Керей, Жанибек хандар улица, 22",,"51.113084, 71.427023",Гостиницы,51.113084,71.427023,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
Hampton by Hilton Astana Triumphal Arch,"проспект Мангилик Ел, 43а",,"51.100393, 71.427843",Гостиницы,51.100393,71.427843,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Jumbaktas, гостиничный комплекс","улица Карасакал Еримбет, 65",,"51.136882, 71.41743",Гостиницы,51.136882,71.41743,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Сункар, гостиница","Альмукан Сембинов улица, 15",,"51.17241, 71.450933",Гостиницы,51.17241,71.450933,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
COME INN HOTEL,"улица Арганаты, 13",,"51.131318, 71.478359",Гостиницы,51.131318,71.478359,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
The Veil Taste & Relax​,"улица Кадыргали Жалайыри, 4",,"51.14061, 71.446126",Гостиницы,51.14061,71.446126,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
Отель ТЕНГРИ,"улица Беимбет Майлин, 1а",,"51.14257, 71.464327",Гостиницы,51.14257,71.464327,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Традициональ, гостинично-ресторанный комплекс","проспект Туран, 33",,"51.138718, 71.408236",Гостиницы,51.138718,71.408236,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""comment"": ""служба доставки: пн-вс 10:00-23:00"", ""is_24x7"": true}",Отель,Астана,
Inn OZZ Astana,"проспект Бауыржан Момышулы, 12д",,"51.139854, 71.479735",Гостиницы,51.139854,71.479735,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Ясы, гостиница","улица Ушкултай Субханбердина, 36",,"51.141168, 71.523289",Гостиницы,51.141168,71.523289,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Alanda, гостиница","проспект Тауелсиздик, 33",,"51.138866, 71.463929",Гостиницы,51.138866,71.463929,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Турист, гостиничный комплекс","проспект Республики, 33",,"51.169, 71.425557",Гостиницы,51.169,71.425557,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Магас, гостиница","улица Александра Затаевича, 8",,"51.189117, 71.400772",Гостиницы,51.189117,71.400772,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Monte Bianco Hotel Astana, гостинично-ресторанный комплекс","улица Е 126, 8",,"51.146121, 71.348841",Гостиницы,51.146121,71.348841,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""comment"": ""караоке-зал: вт-чт 14:00-2:00; пт-сб 14:00-4:00; вс 14:00-02:00"", ""is_24x7"": true}",Отель,Астана,
"Азамат, гостиница","проспект Шакарим Кудайбердыулы, 7",,"51.160154, 71.490993",Гостиницы,51.160154,71.490993,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Жасыбай, гостиничный комплекс","улица Шокана Уалиханова, 26",,"51.176383, 71.438048",Гостиницы,51.176383,71.438048,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Аққу, гостиничный комплекс","улица Бухарбай батыр, 22",,"51.16204, 71.415827",Гостиницы,51.16204,71.415827,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
Best Western Plus Astana,"улица Достык, 13",,"51.125772, 71.437188",Гостиницы,51.125772,71.437188,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
Neos Hotel,"Кабанбай батыр проспект, 45/1",,"51.111725, 71.408159",Гостиницы,51.111725,71.408159,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"The One Hotel Astana, гостиница","улица Кадыргали Жалайыри, 8",,"51.139262, 71.447068",Гостиницы,51.139262,71.447068,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Султан Бейбарыс, гостиничный комплекс","проспект Абылай хана, 16",,"51.156846, 71.478748",Гостиницы,51.156846,71.478748,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Бастау, гостиничный комплекс","улица Дмитрий Карбышев, 50",,"51.191106, 71.370915",Гостиницы,51.191106,71.370915,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Premier inn, гостинично-развлекательный комплекс","улица Балкантау, 187",,"51.133204, 71.475721",Гостиницы,51.133204,71.475721,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Отель,Астана,
"Magnum, супермаркеты","проспект Туран, 55д",,"51.114824, 71.398019",Гипермаркеты,51.114824,71.398019,"{""Fri"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""00:00"", ""to"": ""24:00""}]}, ""is_24x7"": true}",Магазин,Астана,
"galmart, супермаркет","улица Достык, 9",,"51.127463, 71.425026",Супермаркеты,51.127463,71.425026,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}}",Магазин,Астана,
"galmart, супермаркет","Кабанбай батыр проспект, 62",,"51.089649, 71.406737",Супермаркеты,51.089649,71.406737,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""23:45""}]}}",Магазин,Астана,
"Magnum Express, супермаркеты","улица Кордай, 87",,"51.126714, 71.507505",Супермаркеты,51.126714,71.507505,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""23:00""}]}}",Магазин,Астана,
"Анвар, гипермаркет","проспект Туран, 45",,"51.122457, 71.401144",Гипермаркеты,51.122457,71.401144,"{""Fri"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""09:00"", ""to"": ""22:00""}]}}",Магазин,Астана,
"Small, сеть супермаркетов","улица Санжара Асфендиярова, 1",,"51.131129, 71.375862",Супермаркеты,51.131129,71.375862,"{""Fri"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Mon"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Sat"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Sun"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Thu"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Tue"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}, ""Wed"": {""working_hours"": [{""from"": ""08:00"", ""to"": ""24:00""}]}}",Магазин,Астана,
